Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation by c-FLIP Homo sapiens R-HSA-3371378	3/11	0.09154301491786793	0.215897146293753	0	0	3.3431919642857144	7.993392486535147	TRADD;TNFRSF10B;FADD
Dimerization of procaspase-8 Homo sapiens R-HSA-69416	3/11	0.09154301491786793	0.215897146293753	0	0	3.3431919642857144	7.993392486535147	TRADD;TNFRSF10B;FADD
Biotin transport and metabolism Homo sapiens R-HSA-196780	3/11	0.09154301491786793	0.215897146293753	0	0	3.3431919642857144	7.993392486535147	PC;PCCA;PDZD11
Phenylalanine and tyrosine catabolism Homo sapiens R-HSA-71182	3/11	0.09154301491786793	0.215897146293753	0	0	3.3431919642857144	7.993392486535147	HGD;PAH;ASRGL1
Collagen degradation Homo sapiens R-HSA-1442490	7/39	0.09278131374894516	0.2184261339778387	0	0	1.9514630964214712	4.639623065265038	ADAM17;MMP14;CTSL;MMP15;ADAM10;FURIN;CTSB
DNA Double-Strand Break Repair Homo sapiens R-HSA-5693532	20/145	0.09311622152880861	0.21882312059270023	0	0	1.4291945972986493	3.392774876221424	UBE2I;PCNA;RIF1;PARP1;H2AFX;XRCC1;BRCA1;RAD51AP1;HIST1H4A;PPP5C;HERC2;TDP2;EXO1;POLE2;CHEK1;SUMO2;TIMELESS;HIST3H2BB;KPNA2;TP53
Phospholipase C-mediated cascade: FGFR1 Homo sapiens R-HSA-5654219	8/47	0.09649416367137732	0.22635707556422915	0	0	1.8301393617156918	4.279365002879199	AHCYL1;CREB1;PRKAR1B;ITPR1;ITPR2;ITPR3;PRKCA;CALM1
Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829	9/55	0.0983966863288296	0.23040932243547996	0	0	1.7457819597663855	4.048028691276643	FDPS;HMGCS1;GGPS1;SCD;INSIG1;PMVK;CYP51A1;HMGCR;DHCR7
Pre-NOTCH Processing in Golgi Homo sapiens R-HSA-1912420	4/18	0.10078350964209014	0.23432123455473067	0	0	2.547607231478199	5.846199476828332	SEL1L;TMED2;FURIN;ST3GAL6
Synthesis of PIPs at the Golgi membrane Homo sapiens R-HSA-1660514	4/18	0.10078350964209014	0.23432123455473067	0	0	2.547607231478199	5.846199476828332	ARF1;SACM1L;PI4KB;PIK3C2A
Defects in vitamin and cofactor metabolism Homo sapiens R-HSA-3296482	4/18	0.10078350964209014	0.23432123455473067	0	0	2.547607231478199	5.846199476828332	PC;MMAA;PCCA;MMADHC
Amino acid synthesis and interconversion (transamination) Homo sapiens R-HSA-70614	5/25	0.1009575531858148	0.23432123455473067	0	0	2.2295183714001987	5.112408507675286	GLUD1;GLUD2;PSAT1;PYCR2;PSPH
Synthesis of IP3 and IP4 in the cytosol Homo sapiens R-HSA-1855204	5/25	0.1009575531858148	0.23432123455473067	0	0	2.2295183714001987	5.112408507675286	ITPKC;PLCB3;ITPKA;PLCB1;CALM1
Regulation of insulin secretion Homo sapiens R-HSA-422356	12/80	0.10540034862272858	0.24420221617519508	0	0	1.5750461619625429	3.5438370669647274	PLCB3;AHCYL1;PRKAR1B;GNA11;GNB2;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;PLCB1;SLC25A6
TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312	8/48	0.106097561795636	0.24495507249659118	0	0	1.7842864246643462	4.002861409560077	PCNA;PRMT1;CNOT11;BAX;SFN;CDC25C;CNOT8;TP53
Hexose transport Homo sapiens R-HSA-189200	8/48	0.106097561795636	0.24495507249659118	0	0	1.7842864246643462	4.002861409560077	NUP93;SEH1L;NUP35;NUP43;NUP88;NUP54;NUP98;RAE1
TRAF6 Mediated Induction of proinflammatory cytokines Homo sapiens R-HSA-168180	11/72	0.10665783680855502	0.24581736119099548	0	0	1.6093005029064071	3.6018226968973264	ATF2;APP;JUN;CREB1;MAPK7;RPS6KA1;MAPKAPK2;CUL1;HMGB1;IKBKG;NFKB2
Toll Like Receptor 4 (TLR4) Cascade Homo sapiens R-HSA-166016	17/122	0.10684924994075064	0.2458279946189298	0	0	1.4456591028019599	3.232979953571497	ATF2;APP;JUN;UBE2D2;PELI2;CUL1;HMGB1;ECSIT;NFKB2;CREB1;MAPK7;RPS6KA1;MAPKAPK2;UBE2V1;FADD;IKBKG;BIRC2
Regulation of actin dynamics for phagocytic cup formation Homo sapiens R-HSA-2029482	14/97	0.10857432092342278	0.249360918560601	0	0	1.5057056154793738	3.3431488267284504	ACTR3;ACTR2;HSP90AA1;HSP90AB1;ARPC1B;ARPC1A;ARPC4;ARPC5;VAV2;ARPC2;ARPC3;MYH9;GRB2;RAC1
Sialic acid metabolism Homo sapiens R-HSA-4085001	6/33	0.10963954420967459	0.25093154813901175	0	0	1.9820058508583098	4.381337234111651	SLC35A1;ST6GAL1;NEU1;SLC17A5;ST3GAL6;NANS
E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510	6/33	0.10963954420967459	0.25093154813901175	0	0	1.9820058508583098	4.381337234111651	CDT1;PCNA;ORC6;RRM2;MCM8;CDC6
Opioid Signalling Homo sapiens R-HSA-111885	12/81	0.11298815021792567	0.2565241829372748	0	0	1.552132752756656	3.3843825215747514	PLCB3;AHCYL1;PPP3CC;CREB1;PRKAR1B;GNB2;ITPR1;ITPR2;PRKCA;ITPR3;PLCB1;CALM1
TP53 Regulates Transcription of Caspase Activators and Caspases Homo sapiens R-HSA-6803207	3/12	0.11325269778613728	0.2565241829372748	0	0	2.9715608465608465	6.472456801857374	CASP6;CASP2;TP53
TP53 Regulates Transcription of Death Receptors and Ligands Homo sapiens R-HSA-6803211	3/12	0.11325269778613728	0.2565241829372748	0	0	2.9715608465608465	6.472456801857374	TNFRSF10B;TP53;TNFRSF10D
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10 Homo sapiens R-HSA-933543	3/12	0.11325269778613728	0.2565241829372748	0	0	2.9715608465608465	6.472456801857374	MAVS;FADD;IKBKG
Vitamin B5 (pantothenate) metabolism Homo sapiens R-HSA-199220	3/12	0.11325269778613728	0.2565241829372748	0	0	2.9715608465608465	6.472456801857374	PANK2;PANK3;PDZD11
Purine ribonucleoside monophosphate biosynthesis Homo sapiens R-HSA-73817	3/12	0.11325269778613728	0.2565241829372748	0	0	2.9715608465608465	6.472456801857374	IMPDH1;IMPDH2;PPAT
Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718	7/41	0.11417388104935271	0.25772354624519406	0	0	1.8364664951467664	3.9851923841504635	HIST1H4A;SET;H2AFX;HIST3H2BB;SMC4;PHF8;SMC2
Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism Homo sapiens R-HSA-6788656	7/41	0.11417388104935271	0.25772354624519406	0	0	1.8364664951467664	3.9851923841504635	HGD;PAH;OGDH;DLST;PIPOX;AASS;ASRGL1
Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	11/73	0.114761128604987	0.2578902006180367	0	0	1.5832556869297005	3.4275941210518575	HIST1H4A;RBBP4;MYBBP1A;H2AFX;TWISTNB;HIST3H2BB;CHD3;RBBP7;DEK;MTA2;POLR2K
SHC-mediated cascade:FGFR2 Homo sapiens R-HSA-5654699	5/26	0.11514535963482521	0.2578902006180367	0	0	2.123232609826453	4.589494578108659	NRAS;FRS2;KRAS;GRB2;FGFR2
Fructose metabolism Homo sapiens R-HSA-5652084	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	GLYCTK;ALDH1A1
SUMO is proteolytically processed Homo sapiens R-HSA-3065679	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	SUMO3;SUMO2
GDP-fucose biosynthesis Homo sapiens R-HSA-6787639	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	TSTA3;FPGT
PTK6 Regulates Cell Cycle Homo sapiens R-HSA-8849470	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	CCND1;CDK4
Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling Homo sapiens R-HSA-5339717	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	LRP5;DKK1
NADE modulates death signalling Homo sapiens R-HSA-205025	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	YWHAE;CASP2
Uptake and function of diphtheria toxin Homo sapiens R-HSA-5336415	2/6	0.11611488485013416	0.2578902006180367	0	0	4.456370847793753	9.595347152906875	HSP90AA1;HSP90AB1
Mitochondrial biogenesis Homo sapiens R-HSA-1592230	8/49	0.11620736243654693	0.2578902006180367	0	0	1.7406702162496512	3.7465821525988052	ESRRA;ATF2;CREB1;TFAM;MTERF1;NRF1;SSBP1;SIRT3
tRNA processing in the nucleus Homo sapiens R-HSA-6784531	9/57	0.11665389355881117	0.2580109645771353	0	0	1.6728544776119403	3.594201288382681	NUP93;SEH1L;DDX1;NUP35;NUP54;NUP43;NUP88;NUP98;RAE1
Pre-NOTCH Expression and Processing Homo sapiens R-HSA-1912422	9/57	0.11665389355881117	0.2580109645771353	0	0	1.6728544776119403	3.594201288382681	MOV10;JUN;CCND1;SEL1L;TMED2;FURIN;ST3GAL6;RBPJ;TP53
Negative regulation of the PI3K/AKT network Homo sapiens R-HSA-199418	13/90	0.11829849503802299	0.26120942864100377	0	0	1.5068560552109904	3.2164508975649797	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;ERBB3;AKT2;ERBB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
Signaling by WNT in cancer Homo sapiens R-HSA-4791275	6/34	0.12239725463892767	0.26935583127897794	0	0	1.911113476687247	4.014262015909577	LRP5;PPP2R5A;CTNNB1;PPP2R5C;DKK1;LRP6
Purine metabolism Homo sapiens R-HSA-73847	6/34	0.12239725463892767	0.26935583127897794	0	0	1.911113476687247	4.014262015909577	GDA;IMPDH1;GMPR2;PPAT;IMPDH2;ADK
GAB1 signalosome Homo sapiens R-HSA-180292	17/125	0.12574169653605913	0.27582835632908714	0	0	1.4052660302660303	2.9138549532466964	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;PAG1;FGFR2
Signaling by Retinoic Acid Homo sapiens R-HSA-5362517	7/42	0.12575760926858076	0.27582835632908714	0	0	1.78389662027833	3.698729398572056	PDHX;FABP5;ALDH1A1;RDH14;DLAT;PDK1;DHRS4
Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	13/91	0.12598477604836403	0.2758668307481648	0	0	1.4874543037554004	3.081401714885592	JUN;RING1;H2AFX;RNF2;MOV10;HIST1H4A;RBBP4;CDK4;MAPKAPK2;HIST3H2BB;MAPKAPK5;RBBP7;TP53
Deadenylation-dependent mRNA decay Homo sapiens R-HSA-429914	8/50	0.12681325473588725	0.2772196731435675	0	0	1.6991309701404183	3.5087729255330276	LSM6;CNOT11;PABPC1;CNOT8;DCP1A;EIF4E;DCPS;LSM4
Uptake and actions of bacterial toxins Homo sapiens R-HSA-5339562	5/27	0.13022209411862368	0.2827925344226217	0	0	2.0266091902139567	4.131270943143469	HSP90AA1;HSP90AB1;SV2A;FURIN;CALM1
CREB phosphorylation through the activation of Ras Homo sapiens R-HSA-442742	5/27	0.13022209411862368	0.2827925344226217	0	0	2.0266091902139567	4.131270943143469	CAMK2D;CREB1;RPS6KA1;CALM1;CAMK2G
Platelet calcium homeostasis Homo sapiens R-HSA-418360	5/27	0.13022209411862368	0.2827925344226217	0	0	2.0266091902139567	4.131270943143469	P2RX4;ITPR1;ITPR2;ITPR3;CALM1
Effects of PIP2 hydrolysis Homo sapiens R-HSA-114508	5/27	0.13022209411862368	0.2827925344226217	0	0	2.0266091902139567	4.131270943143469	ABHD12;ITPR1;ITPR2;ITPR3;MGLL
Cellular Senescence Homo sapiens R-HSA-2559583	21/161	0.1335323596607696	0.28950343544245927	0	0	1.3394144144144144	2.6967922995947817	JUN;ANAPC16;RING1;H2AFX;UBE2E1;RNF2;MOV10;HIST1H4A;H1F0;MAPK7;RBBP4;CDK4;RPS6KA1;MAPKAPK2;ERF;HIST1H1D;HIST3H2BB;MAPKAPK5;RBBP7;TP53;ASF1A
Integrin cell surface interactions Homo sapiens R-HSA-216083	10/67	0.13456073535421115	0.291253170602207	0	0	1.565237134648468	3.139458132361347	FGB;FGA;CDH1;FGG;ICAM2;DAG1;FN1;ITGA6;F11R;CD44
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis Homo sapiens R-HSA-163560	4/20	0.13628572196090197	0.29194058587370497	0	0	2.228908188585608	4.442217809601913	FABP1;FABP5;CAV1;MGLL
DNA Double Strand Break Response Homo sapiens R-HSA-5693606	9/59	0.13663007454546772	0.29194058587370497	0	0	1.6057611940298508	3.196232636720102	PPP5C;HIST1H4A;HERC2;UBE2I;H2AFX;HIST3H2BB;BRCA1;KPNA2;TP53
The activation of arylsulfatases Homo sapiens R-HSA-1663150	3/13	0.1366767430000388	0.29194058587370497	0	0	2.6742559523809524	5.3221348662887955	ARSD;ARSB;SUMF1
Downregulation of ERBB2:ERBB3 signaling Homo sapiens R-HSA-1358803	3/13	0.1366767430000388	0.29194058587370497	0	0	2.6742559523809524	5.3221348662887955	ERBB3;AKT2;ERBB2
p38MAPK events Homo sapiens R-HSA-171007	3/13	0.1366767430000388	0.29194058587370497	0	0	2.6742559523809524	5.3221348662887955	NRAS;MAPKAPK2;KRAS
DEx/H-box helicases activate type I IFN and inflammatory cytokines production Homo sapiens R-HSA-3134963	3/13	0.1366767430000388	0.29194058587370497	0	0	2.6742559523809524	5.3221348662887955	APP;HMGB1;NFKB2
Trafficking and processing of endosomal TLR Homo sapiens R-HSA-1679131	3/13	0.1366767430000388	0.29194058587370497	0	0	2.6742559523809524	5.3221348662887955	CTSL;CTSB;LGMN
mRNA 3'-end processing Homo sapiens R-HSA-72187	8/51	0.13790255512062327	0.29194058587370497	0	0	1.659523781989754	3.2878617359160827	DDX39B;SARNP;CSTF3;PAPOLA;CASC3;SRSF6;SRSF11;SRRM1
Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296	8/51	0.13790255512062327	0.29194058587370497	0	0	1.659523781989754	3.2878617359160827	DDX39B;SARNP;CSTF3;PAPOLA;CASC3;SRSF6;SRSF11;SRRM1
Cargo trafficking to the periciliary membrane Homo sapiens R-HSA-5620920	8/51	0.13790255512062327	0.29194058587370497	0	0	1.659523781989754	3.2878617359160827	CCT3;TCP1;CCT8;PKD2;RAB11FIP3;RAB8A;CCT5;CCT4
Ion homeostasis Homo sapiens R-HSA-5578775	8/51	0.13790255512062327	0.29194058587370497	0	0	1.659523781989754	3.2878617359160827	CAMK2D;AHCYL1;ASPH;ITPR1;ITPR2;ITPR3;CALM1;CAMK2G
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression Homo sapiens R-HSA-427389	7/43	0.13790955592033421	0.29194058587370497	0	0	1.7342472940136957	3.435816514103773	HIST1H4A;RBBP4;H2AFX;HIST3H2BB;CHD3;RBBP7;MTA2
Signaling by FGFR2 in disease Homo sapiens R-HSA-5655253	7/43	0.13790955592033421	0.29194058587370497	0	0	1.7342472940136957	3.435816514103773	NRAS;GAB1;FRS2;KRAS;GRB2;POLR2K;FGFR2
Protein folding Homo sapiens R-HSA-391251	14/101	0.13798407630200948	0.29194058587370497	0	0	1.4361567346002808	2.844476428275824	CCT3;NOP56;TBCA;CCT6A;GNB2;TCP1;FBXO4;PFDN2;CCT8;CCT7;TP53;CCT5;WRAP53;CCT4
Synthesis of PA Homo sapiens R-HSA-1483166	5/28	0.1461361958562347	0.30869218899968676	0	0	1.938387807089504	3.7279389173319295	AGPAT5;LPCAT4;DDHD1;AGPAT1;LCLAT1
PI Metabolism Homo sapiens R-HSA-1483255	9/60	0.1472393173494403	0.31052394492285806	0	0	1.5741878841088675	3.0156654435307497	ARF1;MTMR3;MTMR14;SACM1L;GDE1;PIP4K2B;GDPD3;PI4KB;PIK3C2A
Inositol phosphate metabolism Homo sapiens R-HSA-1483249	7/44	0.15060830218744903	0.3111539195462894	0	0	1.687281715114717	3.1941471844806464	ITPKC;PLCB3;IMPA1;IMPA2;ITPKA;PLCB1;CALM1
Clearance of Nuclear Envelope Membranes from Chromatin Homo sapiens R-HSA-2993913	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	BANF1;LEMD2
Neurofascin interactions Homo sapiens R-HSA-447043	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	NRCAM;ANK1
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant Homo sapiens R-HSA-2660825	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	ADAM17;ADAM10
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant Homo sapiens R-HSA-2660826	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	ADAM17;ADAM10
IkBA variant leads to EDA-ID Homo sapiens R-HSA-5603029	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	IKBKG;NFKB2
TRAIL  signaling Homo sapiens R-HSA-75158	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	TNFRSF10B;FADD
Glycerophospholipid catabolism Homo sapiens R-HSA-6814848	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	GDE1;GDPD3
Apoptotic factor-mediated response Homo sapiens R-HSA-111471	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	DIABLO;XIAP
Loss of Function of TGFBR1 in Cancer Homo sapiens R-HSA-3656534	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	FKBP1A;TGFBR2
TGFBR1 KD Mutants in Cancer Homo sapiens R-HSA-3656532	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	FKBP1A;TGFBR2
Loss of Function of SMAD2/3 in Cancer Homo sapiens R-HSA-3304349	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	SMAD4;TGFBR2
SMAD2/3 MH2 Domain Mutants in Cancer Homo sapiens R-HSA-3315487	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	SMAD4;TGFBR2
Interleukin-1 processing Homo sapiens R-HSA-448706	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	IL18;NFKB2
Acyl chain remodeling of DAG and TAG Homo sapiens R-HSA-1482883	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	DGAT1;MGLL
Defective HLCS causes multiple carboxylase deficiency Homo sapiens R-HSA-3371599	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	PC;PCCA
Defects in biotin (Btn) metabolism Homo sapiens R-HSA-3323169	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	PC;PCCA
Phosphate bond hydrolysis by NUDT proteins Homo sapiens R-HSA-2393930	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	NUDT15;NUDT5
Ubiquinol biosynthesis Homo sapiens R-HSA-2142789	2/7	0.15203037254427362	0.3111539195462894	0	0	3.564898363906792	6.715109778497616	COQ3;COQ7
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain Homo sapiens R-HSA-6804115	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	CNOT11;CDC25C;CNOT8;TP53
Mitotic Spindle Checkpoint Homo sapiens R-HSA-69618	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	ANAPC16;UBE2E1;MAD1L1;MAD2L1
RIP-mediated NFkB activation via ZBP1 Homo sapiens R-HSA-1810476	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	APP;HMGB1;IKBKG;NFKB2
Cobalamin (Cbl, vitamin B12) transport and metabolism Homo sapiens R-HSA-196741	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	LMBRD1;MMAA;PRSS3;MMADHC
Synthesis of very long-chain fatty acyl-CoAs Homo sapiens R-HSA-75876	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	ELOVL1;ELOVL2;ACSL4;ACSF3
Synthesis of Leukotrienes (LT) and Eoxins (EX) Homo sapiens R-HSA-2142691	4/21	0.15567845532967978	0.31567464901981296	0	0	2.0976791709239526	3.9016047683846753	CYP4F3;MAPKAPK2;LTA4H;PTGR1
Chaperonin-mediated protein folding Homo sapiens R-HSA-390466	13/95	0.1594430282039791	0.3228108078714408	0	0	1.414579432434404	2.5972648929636897	CCT3;NOP56;CCT6A;GNB2;TCP1;FBXO4;PFDN2;CCT8;CCT7;TP53;CCT5;CCT4;WRAP53
Regulation of TP53 Activity through Association with Co-factors Homo sapiens R-HSA-6804759	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	PHF20;AKT2;TP53
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain Homo sapiens R-HSA-6803205	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	TP53I3;NDRG1;TP53
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta) Homo sapiens R-HSA-5358606	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	PCNA;EXO1;PMS2
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) Homo sapiens R-HSA-5358565	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	PCNA;EXO1;PMS2
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion Homo sapiens R-HSA-399955	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	NRP1;PLXNA1;RAC1
Methylation Homo sapiens R-HSA-156581	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	AHCY;GSTO1;MAT2B
Nicotinate metabolism Homo sapiens R-HSA-196807	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	NAPRT;QPRT;NAMPT
Regulation of pyruvate dehydrogenase (PDH) complex Homo sapiens R-HSA-204174	3/14	0.16156745255732324	0.3231349051146465	0	0	2.4310064935064934	4.431317791448734	PDHX;DLAT;PDK1
Surfactant metabolism Homo sapiens R-HSA-5683826	5/29	0.16283038722961193	0.3246739236275292	0	0	1.8575182058920887	3.371481340763776	CCDC59;GATA6;CTSH;ZDHHC2;CKAP4
Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095	5/29	0.16283038722961193	0.3246739236275292	0	0	1.8575182058920887	3.371481340763776	SPTBN5;NRCAM;SPTAN1;ANK1;SPTBN1
RMTs methylate histone arginines Homo sapiens R-HSA-3214858	7/45	0.1638296502741877	0.32617219328416186	0	0	1.6427880087893691	2.971685405963552	SMARCD1;HIST1H4A;CCND1;PRMT1;CDK4;H2AFX;RBBP7
PI-3K cascade:FGFR1 Homo sapiens R-HSA-5654689	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
PI-3K cascade:FGFR3 Homo sapiens R-HSA-5654710	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
PI3K events in ERBB4 signaling Homo sapiens R-HSA-1250342	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
PIP3 activates AKT signaling Homo sapiens R-HSA-1257604	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
PI-3K cascade:FGFR4 Homo sapiens R-HSA-5654720	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
PI-3K cascade:FGFR2 Homo sapiens R-HSA-5654695	16/122	0.16730866460148341	0.3301022527969298	0	0	1.3470360496990363	2.408385799209726	KLB;GAB1;PPP2R5A;FRS2;PPP2R5C;MOV10;CREB1;ERBB3;AKT2;ERBB2;RPS6KB2;THEM4;PIP4K2B;GRB2;FGFR4;FGFR2
CTLA4 inhibitory signaling Homo sapiens R-HSA-389513	4/22	0.17602146355549744	0.3467728234117285	0	0	1.9810311552247035	3.4413469625494906	YES1;AKT2;PPP2R5A;PPP2R5C
Activation of Kainate Receptors upon glutamate binding Homo sapiens R-HSA-451326	5/30	0.18024273765240942	0.35409836593966976	0	0	1.7831181727904668	3.0552852490445197	DLG1;PLCB3;GNB2;PLCB1;CALM1
Degradation of the extracellular matrix Homo sapiens R-HSA-1474228	14/106	0.1802780434495279	0.35409836593966976	0	0	1.3577252520871734	2.3261294872378735	ADAM10;FURIN;PLG;NID1;ADAM17;MMP14;CAPN9;BMP1;CDH1;CTSL;MMP15;A2M;CD44;CTSB
Epigenetic regulation of gene expression Homo sapiens R-HSA-212165	15/115	0.18225443846928138	0.357446856968069	0	0	1.3383982035928144	2.278424262625662	UHRF1;H2AFX;ARID4B;CHD3;DEK;SIRT1;HIST1H4A;RBBP4;MYBBP1A;TWISTNB;SAP18;HIST3H2BB;RBBP7;MTA2;POLR2K
mRNA decay by 5' to 3' exoribonuclease Homo sapiens R-HSA-430039	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	LSM6;DCP1A;LSM4
Mismatch Repair Homo sapiens R-HSA-5358508	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	PCNA;EXO1;PMS2
S33 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358747	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	PPP2R5A;CTNNB1;PPP2R5C
S45 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358751	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	PPP2R5A;CTNNB1;PPP2R5C
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex Homo sapiens R-HSA-4839743	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	PPP2R5A;CTNNB1;PPP2R5C
T41 mutants of beta-catenin aren't phosphorylated Homo sapiens R-HSA-5358752	3/15	0.18767741958842454	0.36076760518949325	0	0	2.228298611111111	3.7280118585165205	PPP2R5A;CTNNB1;PPP2R5C
