Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Tryptophan metabolism	7/42	0.12575760926858076	0.24597872001590326	0	0	1.78389662027833	3.698729398572056	HADHA;AOC1;ECHS1;EHHADH;DLST;ACAT2;ACAT1
Calcium signaling pathway	30/240	0.12918540090944258	0.25110412301772905	0	0	1.276377217553688	2.6121145147830855	CAMK2D;ITPR1;ITPR2;ITPR3;MST1R;PPP3CC;ERBB3;GNA11;ERBB2;CAMK2G;MST1;PRKCA;PHKB;MCOLN1;ITPKC;PLCB3;P2RX4;ASPH;ITPKA;VDAC3;PPIF;GNAS;VDAC2;VDAC1;CALM1;PLCB1;FGFR4;MET;FGFR2;SLC25A6
Collecting duct acid secretion	5/27	0.13022209411862368	0.2515470265272793	0	0	2.0266091902139567	4.131270943143469	ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1D;ATP6V0A1
Steroid biosynthesis	4/20	0.13628572196090197	0.26163493536938587	0	0	2.228908188585608	4.442217809601913	NSDHL;SOAT1;CYP51A1;DHCR7
Fat digestion and absorption	7/43	0.13790955592033421	0.2631280484124168	0	0	1.7342472940136957	3.435816514103773	FABP1;DGAT1;APOA1;AGPAT1;APOB;ACAT2;ACAT1
DNA replication	6/36	0.14995535449298608	0.28436655638608943	0	0	1.7835072031793344	3.384058074575767	PCNA;POLE2;MCM5;MCM6;SSBP1;MCM2
Cushing syndrome	20/155	0.1512600560073787	0.2851022873836047	0	0	1.3225872195356938	2.49804282478588	ATF2;CAMK2D;FH;ATF6B;ITPR1;ITPR2;ARNT;ITPR3;AGT;PLCB3;NCEH1;CREB1;CCND1;CDK4;GNA11;CREB3L2;GNAS;CTNNB1;PLCB1;CAMK2G
Insulin secretion	12/86	0.15546364916561922	0.28991616531455333	0	0	1.4468549266755544	2.6930937847729353	ATF2;PLCB3;CAMK2D;CREB1;ATF6B;GNA11;CREB3L2;GNAS;PRKCA;ITPR3;PLCB1;CAMK2G
Pantothenate and CoA biosynthesis	4/21	0.15567845532967978	0.28991616531455333	0	0	2.0976791709239526	3.9016047683846753	PANK2;PANK3;VNN2;BCAT1
Breast cancer	19/147	0.15688387464550588	0.290421934611621	0	0	1.32502734375	2.4542811014517367	JUN;ARAF;LRP5;BRCA1;NFKB2;LRP6;NRAS;CCND1;CDK4;AKT2;HEY2;ERBB2;RPS6KB2;BAX;CTNNB1;GRB2;KRAS;BAK1;TP53
Glycerolipid metabolism	9/61	0.15824678649328844	0.2912115420083592	0	0	1.543828932261768	2.8462022857104863	AGPAT5;LIPC;TKFC;DGAT1;GPAT4;GLYCTK;AGPAT1;LCLAT1;MGLL
Measles	18/139	0.16277523056224547	0.29778292179328436	0	0	1.32776586913155	2.4104062203093175	JUN;EIF2AK1;TRADD;HSPA6;EIF2AK2;MAVS;CCND1;CDK4;AKT2;BAX;FADD;IKBKG;BAK1;CD46;BID;TP53;BCL2L1;JAK1
Cholinergic synapse	15/113	0.16523761831516434	0.30051987892407084	0	0	1.3658652083587925	2.4590637423172472	CAMK2D;ITPR1;ITPR2;PRKCA;ITPR3;PLCB3;NRAS;CREB1;AKT2;GNB2;GNA11;CREB3L2;KRAS;PLCB1;CAMK2G
Epstein-Barr virus infection	25/202	0.16661049181695237	0.3012550171806523	0	0	1.2611280168188181	2.260063199754299	TRADD;RBPJ;CCND1;AKT2;CIR1;FADD;IKBKG;RAC1;BAK1;BID;JAK1;PDIA3;JUN;EIF2AK2;ISG15;HLA-A;NFKB2;MAVS;PSMC4;CDK4;BAX;VIM;NFKBIE;TP53;CD44
Adrenergic signaling in cardiomyocytes	19/150	0.17864482906835008	0.3211476406951264	0	0	1.2944656488549617	2.229530210332121	ATF2;CAMK2D;TPM4;ATF6B;TPM3;TPM1;CREM;PPP2R5A;PRKCA;PPP2R5C;AGT;PLCB3;CREB1;AKT2;CREB3L2;GNAS;CALM1;PLCB1;CAMK2G
Mismatch repair	4/23	0.1972007422202574	0.3504538904600003	0	0	1.8766618780201123	3.0468226258532556	PCNA;EXO1;PMS2;SSBP1
Proximal tubule bicarbonate reclamation	4/23	0.1972007422202574	0.3504538904600003	0	0	1.8766618780201123	3.0468226258532556	GLUD1;GLUD2;CA4;PCK2
Pyrimidine metabolism	8/56	0.20000797085864286	0.3534231757786246	0	0	1.4862423338305983	2.39195552717406	RRM2;ENTPD5;CAD;NME2;NME4;UMPS;NME1;DHODH
Glycine, serine and threonine metabolism	6/40	0.21221943911139152	0.3728827432974167	0	0	1.573332164460419	2.438876388634098	PSAT1;GLYCTK;PGAM1;CBSL;PIPOX;PSPH
Axon guidance	22/182	0.2158382653752872	0.37711067714446245	0	0	1.2270343014521783	1.8813207996150956	NRP1;CAMK2D;ILK;PRKCA;SEMA4G;SSH3;MYL12B;ROBO1;EFNA1;ABLIM1;NRAS;PPP3CC;CFL2;DPYSL2;PLXNA1;PLXNB2;KRAS;RAC1;SRGAP1;MET;CAMK2G;EPHB4
Cocaine addiction	7/49	0.22137551912447234	0.38462450529447434	0	0	1.4860006626905236	2.240732728359453	GPSM1;ATF2;JUN;CREB1;ATF6B;CREB3L2;GNAS
Amoebiasis	13/102	0.2275447979922482	0.39314684541993994	0	0	1.3028106691162467	1.9286915268965532	SERPINB3;ARG1;ACTN1;LAMA4;FN1;HSPB1;PRKCA;ACTN4;SERPINB6;PLCB3;GNA11;GNAS;PLCB1
Cell adhesion molecules	18/148	0.23594359341398452	0.40540584282734354	0	0	1.235220851112905	1.7838596490484533	SDC4;CADM1;SDC2;ICAM2;PTPRM;HLA-A;F11R;GLG1;PTPRF;OCLN;ALCAM;CDH2;CDH1;SDC1;NRCAM;ITGA6;ICOSLG;NECTIN2
VEGF signaling pathway	8/59	0.2418310022530951	0.41228697765526956	0	0	1.3985823071147903	1.9853101504791715	NRAS;PPP3CC;AKT2;MAPKAPK2;HSPB1;PRKCA;KRAS;RAC1
Primary bile acid biosynthesis	3/17	0.24259973283252195	0.41228697765526956	0	0	1.9097576530612246	2.7048707067028666	ACOT8;ACOX2;HSD17B4
Leukocyte transendothelial migration	14/114	0.25907535238049945	0.43789366625182247	0	0	1.2485486284289278	1.686335129542053	ACTN1;CYBA;PRKCA;ACTN4;F11R;MYL12B;VAV2;AFDN;OCLN;CTNNA1;CTNNB1;RAC1;EZR;BCAR1
Circadian entrainment	12/97	0.2720460345481413	0.45358321884083525	0	0	1.2588411149213048	1.6387391997207654	PLCB3;CAMK2D;CREB1;GNB2;NOS1AP;ITPR1;GNAS;PRKCA;ITPR3;CALM1;PLCB1;CAMK2G
Phagosome	18/152	0.2722910517436773	0.45358321884083525	0	0	1.1980800644453893	1.5585628769708704	ATP6V1A;STX12;TFRC;CYBA;HLA-A;C3;EEA1;LAMP1;CTSL;LAMP2;CANX;ATP6V1B2;ATP6V1H;RAC1;ATP6V1E1;SEC22B;ATP6V1D;ATP6V0A1
ECM-receptor interaction	11/88	0.2727333180811453	0.45358321884083525	0	0	1.273762094479226	1.6549491809103316	COL2A1;RELN;FRAS1;SDC4;SV2A;LAMA4;DAG1;FN1;SDC1;ITGA6;CD44
Signaling pathways regulating pluripotency of stem cells	17/143	0.2744565114706339	0.45402114397535714	0	0	1.2033006675863818	1.5558225897678972	SMAD4;ZFHX3;RIF1;TBX3;NRAS;AKT2;KAT6A;SMARCAD1;CTNNB1;GRB2;KRAS;TCF3;IL6ST;FGFR4;SKIL;FGFR2;JAK1
Transcriptional misregulation in cancer	22/192	0.2970771186258303	0.48817186120207673	0	0	1.1542077822616277	1.4009352950830203	CEBPA;TAF15;JUP;LDB1;MAX;FUS;TFE3;MLLT1;KLF3;TGFBR2;MYCN;SPINT1;TSPAN7;REL;BAX;TCF3;BAK1;PROM1;TP53;MET;BIRC2;BCL2L1
B cell receptor signaling pathway	10/81	0.29949294135455623	0.48817186120207673	0	0	1.2556173276593359	1.5138531494027516	NRAS;JUN;PPP3CC;AKT2;GRB2;KRAS;IKBKG;RAC1;NFKBIE;VAV2
Basal transcription factors	6/45	0.2998097282623687	0.48817186120207673	0	0	1.3712407810768465	1.6518065790667589	GTF2A1;GTF2A2;TAF15;GTF2B;TAF5;GTF2I
Wnt signaling pathway	19/166	0.3164967851181933	0.5126588550612402	0	0	1.1525374149659864	1.3259276735552628	JUN;SMAD4;CAMK2D;CTNND2;SERPINF1;CUL1;LRP5;PRKCA;DKK1;LRP6;PLCB3;PPP3CC;CCND1;CTNNB1;RAC1;PLCB1;TP53;CAMK2G;LGR4
Melanogenesis	12/101	0.3202364328235823	0.5149742249339032	0	0	1.201995263767824	1.3687068423978666	PLCB3;CAMK2D;NRAS;CREB1;CREB3L2;GNAS;CTNNB1;PRKCA;KRAS;CALM1;PLCB1;CAMK2G
Relaxin signaling pathway	15/129	0.32123794095555375	0.5149742249339032	0	0	1.1731142977203488	1.3321571351598098	ATF2;JUN;ATF6B;PRKCA;TGFBR2;PLCB3;NRAS;CREB1;AKT2;GNB2;CREB3L2;GNAS;GRB2;KRAS;PLCB1
Phospholipase D signaling pathway	17/148	0.3241240925111342	0.5169363731844243	0	0	1.1570490578124166	1.303564831970025	AGPAT5;ARF1;GAB1;PRKCA;TSC1;F2;AGPAT1;AGT;CYTH2;PLCB3;NRAS;AKT2;GNA12;GNAS;GRB2;KRAS;PLCB1
Chagas disease	12/102	0.3325953155633485	0.5277405262255173	0	0	1.1885733266899186	1.3084157449121958	C3;JUN;PLCB3;AKT2;GNA11;SERPINE1;GNAS;FADD;IKBKG;PLCB1;KNG1;TGFBR2
TNF signaling pathway	13/112	0.34063220222297436	0.5377493141692641	0	0	1.1705590299807649	1.2606358529262418	ATF2;JUN;ATF6B;TRADD;CX3CL1;MMP14;CREB1;AKT2;CREB3L2;PGAM5;FADD;IKBKG;BIRC2
Aminoacyl-tRNA biosynthesis	8/66	0.34818234717500757	0.5468924746031685	0	0	1.2293077727670227	1.2969552891046388	LARS2;PARS2;MARS2;NARS2;QRSL1;YARS2;CARS2;WARS2
C-type lectin receptor signaling pathway	12/104	0.3575890777617856	0.5588452421302278	0	0	1.1626047962565802	1.1955888003686777	JUN;NRAS;PPP3CC;AKT2;MAPKAPK2;ITPR1;ITPR2;ITPR3;KRAS;IKBKG;CALM1;NFKB2
Tuberculosis	20/180	0.3597788926855968	0.559456178126103	0	0	1.1143696848424212	1.1391818203578967	HSPA9;CAMK2D;TRADD;IL18;HSPD1;C3;EEA1;PPP3CC;CREB1;LAMP1;AKT2;LAMP2;ATP6V1H;BAX;FADD;CALM1;BID;CAMK2G;ATP6V0A1;JAK1
Arrhythmogenic right ventricular cardiomyopathy	9/77	0.37386737743401893	0.5757277174842702	0	0	1.179521510096576	1.1604771330135342	CDH2;JUP;DAG1;PKP2;CTNNA1;CTNNB1;DSG2;ITGA6;DSC2
Sphingolipid metabolism	6/49	0.3739453341859247	0.5757277174842702	0	0	1.2434062315877032	1.2230711402458252	CERS5;CERS6;NEU1;PSAP;KDSR;GBA2
Galactose metabolism	4/31	0.38312622584019146	0.5869569272724116	0	0	1.3200257329289586	1.2664205079169437	UGP2;PGM2;PGM1;GALK1
Adipocytokine signaling pathway	8/69	0.3956930289411785	0.6032379019642476	0	0	1.1686543681880803	1.0834788033779545	TRADD;AKT2;ACSL4;IKBKG;ADIPOR1;NFKBIE;CAMKK2;PCK2
Inflammatory mediator regulation of TRP channels	11/98	0.4026695702101473	0.610879201635882	0	0	1.1267229930851308	1.0249111523637708	PLCB3;CAMK2D;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;CALM1;PLCB1;CAMK2G;KNG1
Osteoclast differentiation	14/127	0.4059590506564654	0.6128799259910716	0	0	1.1041069891642574	0.9953557464017482	JUN;JUND;CYBA;TNFRSF11A;NFKB2;TGFBR2;PPP3CC;CREB1;AKT2;SIRPA;GRB2;IKBKG;RAC1;JAK1
Insulin resistance	12/108	0.40828914981156245	0.613419930393217	0	0	1.1139138016940708	0.9978213210581863	GYS1;CREB1;AKT2;GFPT2;CREB3L2;RPS6KA1;RPS6KB2;OGA;PYGL;PTPRF;AGT;PCK2
Mannose type O-glycan biosynthesis	3/23	0.4142076409686068	0.619320078563638	0	0	1.3363839285714285	1.1778726012200795	POMT2;FKRP;POMGNT2
Progesterone-mediated oocyte maturation	11/100	0.4293724505989312	0.6389226418003235	0	0	1.1012802721697479	0.9310559900512685	CCNB3;STK10;HSP90AA1;HSP90AB1;AKT2;RPS6KA1;ARAF;KRAS;CDC25C;MAD1L1;MAD2L1
FoxO signaling pathway	14/131	0.45290448215292783	0.6675511561590548	0	0	1.066121022230748	0.8444467765790611	GABARAPL2;SMAD4;PRMT1;BNIP3;ARAF;SIRT1;TGFBR2;CCNB3;NRAS;CCND1;AKT2;GRB2;KRAS;PCK2
Natural killer cell mediated cytotoxicity	14/131	0.45290448215292783	0.6675511561590548	0	0	1.066121022230748	0.8444467765790611	ARAF;ICAM2;TNFRSF10B;PRKCA;HLA-A;VAV2;NRAS;PPP3CC;SH3BP2;GRB2;KRAS;RAC1;BID;MICB
Pancreatic secretion	11/102	0.4560220112584184	0.6689756863272082	0	0	1.076955912613283	0.8456410757124164	PLCB3;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;SLC4A2;RAC1;PRSS3;PLCB1;RAB8A
Rap1 signaling pathway	22/210	0.460515889227083	0.6702260359807793	0	0	1.0426437528633377	0.8084742232799103	PRKCA;SIPA1L3;VAV2;APBB1IP;EFNA1;AFDN;PLCB3;NRAS;CDH1;AKT2;GNAS;RAPGEF2;CTNNB1;KRAS;RAC1;CALM1;PLCB1;FGFR4;MET;FGFR2;BCAR1;PFN2
Rheumatoid arthritis	10/93	0.4663635861542773	0.6702260359807793	0	0	1.0733626392079019	0.8187499883906392	ATP6V1A;JUN;CTSL;IL18;ATP6V1B2;ATP6V1H;TNFRSF11A;ATP6V1E1;ATP6V1D;ATP6V0A1
Salivary secretion	10/93	0.4663635861542773	0.6702260359807793	0	0	1.0733626392079019	0.8187499883906392	CST3;PLCB3;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;SLC4A2;PLCB1;CALM1
alpha-Linolenic acid metabolism	3/25	0.4694178216431596	0.6702260359807793	0	0	1.214759199134199	0.9186762572034475	FADS2;ACOX3;ACAA1
Serotonergic synapse	12/113	0.47187736935455793	0.6702260359807793	0	0	1.0584735603605204	0.7949518947818004	APP;PLCB3;NRAS;GNB2;ARAF;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;KRAS;PLCB1
Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	0.471959813118298	0.6702260359807793	0	0	1.781565906838454	1.337709139982979	PAH
Phosphonate and phosphinate metabolism	1/6	0.471959813118298	0.6702260359807793	0	0	1.781565906838454	1.337709139982979	PCYT2
Hippo signaling pathway	17/163	0.4815783986815824	0.678996395739754	0	0	1.0373017393565338	0.7579421068765193	YWHAE;SMAD4;YWHAB;SERPINE1;AFP;YWHAZ;TGFBR2;MOB1B;DLG1;CCND1;YWHAQ;CDH1;CTNNA1;CTNNB1;NF2;BIRC2;LLGL2
T cell receptor signaling pathway	11/104	0.48250226192439105	0.678996395739754	0	0	1.0536777620699995	0.7678883952534308	JUN;DLG1;NRAS;PPP3CC;CDK4;AKT2;GRB2;KRAS;IKBKG;NFKBIE;VAV2
Platelet activation	13/124	0.4862883864908191	0.681241838732634	0	0	1.0433115069206793	0.7521790232711465	FGB;FGA;FGG;ITPR1;ITPR2;ITPR3;F2;MYL12B;APBB1IP;PLCB3;AKT2;GNAS;PLCB1
Staphylococcus aureus infection	10/95	0.49408600483295095	0.6890616479957298	0	0	1.0479899276783884	0.7388807691972985	C3;C4A;C5;CFH;FGG;PLG;MASP1;CFB;KRT9;C2
Pertussis	8/76	0.505764459196111	0.7021997625446006	0	0	1.0479422002515577	0.7143656548142999	C3;C4A;C5;JUN;CFL2;SERPING1;CALM1;C2
Other types of O-glycan biosynthesis	5/47	0.5210608836356012	0.7202219324918755	0	0	1.0603749940889962	0.6912461422541212	POMT2;ST6GAL1;GALNT1;COLGALT1;GALNT10
Retrograde endocannabinoid signaling	15/148	0.5337697913175785	0.7326887234843842	0	0	1.0044572509117105	0.6305888557567241	NDUFB9;NDUFB8;NDUFA7;NDUFB7;NDUFA4;NDUFB4;ITPR1;ITPR2;PRKCA;ITPR3;PLCB3;GNB2;NDUFS3;PLCB1;MGLL
Choline metabolism in cancer	10/98	0.5349264769003685	0.7326887234843842	0	0	1.0120933073894747	0.6331918550249127	JUN;NRAS;CHKA;AKT2;RPS6KB2;PRKCA;TSC1;GRB2;KRAS;RAC1
Fc epsilon RI signaling pathway	7/68	0.5371480030689376	0.7326887234843842	0	0	1.0220643352996774	0.6351941901769811	NRAS;AKT2;PRKCA;GRB2;KRAS;RAC1;VAV2
Chemical carcinogenesis	24/239	0.5428439154975566	0.7372247061997385	0	0	0.9940758873929009	0.6073142102623599	ATF2;JUN;HSP90AA1;HSP90AB1;ATF6B;GSTO1;MGST3;GSTP1;XIAP;ARNT;PRKCA;CDC6;NRAS;CREB1;CCND1;AKT2;CREB3L2;RPS6KA1;RPS6KB2;GNAS;GRB2;KRAS;KPNA2;KPNA1
PD-L1 expression and PD-1 checkpoint pathway in cancer	9/89	0.5495456365944796	0.7430812738299268	0	0	1.0019216417910448	0.5998138741782894	NRAS;JUN;PPP3CC;AKT2;RPS6KB2;KRAS;IKBKG;NFKBIE;JAK1
Prolactin signaling pathway	7/70	0.5688446916423376	0.7618448300634696	0	0	0.9895074000441794	0.5582284542605553	NRAS;CCND1;AKT2;GRB2;KRAS;TNFRSF11A;PRLR
RIG-I-like receptor signaling pathway	7/70	0.5688446916423376	0.7618448300634696	0	0	0.9895074000441794	0.5582284542605553	OTUD5;MAVS;TKFC;TRADD;ISG15;IKBKG;FADD
Viral myocarditis	6/60	0.5726761711890077	0.7618448300634696	0	0	0.9895126124634321	0.551588832799594	CCND1;CAV1;DAG1;RAC1;HLA-A;BID
Riboflavin metabolism	1/8	0.5732208689223534	0.7618448300634696	0	0	1.2724054934163953	0.7080735224663357	FLAD1
Malaria	5/50	0.5777588567252445	0.7646085295385151	0	0	0.989517819706499	0.5428481897756908	LRP1;SDC2;IL18;SDC1;MET
NF-kappa B signaling pathway	10/104	0.6126555053348678	0.8073553481319656	0	0	0.9471738877180348	0.4640701976711679	UBE2I;PARP1;TRADD;XIAP;TNFRSF11A;IKBKG;LTBR;BIRC2;NFKB2;BCL2L1
IL-17 signaling pathway	9/94	0.6171446226458597	0.8078967144256677	0	0	0.942721685689201	0.45500639960364064	HSP90AA1;JUN;HSP90AB1;MAPK7;JUND;TRADD;IKBKG;FADD;S100A8
Circadian rhythm	3/31	0.6182617943193213	0.8078967144256677	0	0	0.9541347789115646	0.45878931174897986	CREB1;BHLHE40;CUL1
Neutrophil extracellular trap formation	18/189	0.6389039214089667	0.831377069281124	0	0	0.936899971067098	0.41973230536112693	GSDMD;FGB;FGA;FGG;CYBA;PRKCA;HMGB1;C3;C5;PLCB3;AKT2;PPIF;VDAC3;VDAC2;VDAC1;RAC1;PLCB1;SLC25A6
Porphyrin and chlorophyll metabolism	4/43	0.6431075607437311	0.8333602141304183	0	0	0.9132531653623465	0.4031494811852447	CPOX;HCCS;CP;HMOX2
Th17 cell differentiation	10/107	0.6489822020485279	0.8374832565854448	0	0	0.9177259035371755	0.3967787818289073	JUN;SMAD4;HSP90AA1;HSP90AB1;PPP3CC;IKBKG;IL6ST;NFKBIE;JAK1;TGFBR2
Drug metabolism	10/108	0.6606614051618658	0.8490318058071912	0	0	0.9083105616562205	0.3765072776834036	RRM2;GSTO1;IMPDH1;MGST3;GSTP1;IMPDH2;NME2;NME4;UMPS;NME1
Histidine metabolism	2/22	0.6662605722207682	0.8527038599204071	0	0	0.8904809122459098	0.36160153365618986	AOC1;CNDP2
Hedgehog signaling pathway	5/56	0.6793574797339555	0.865902361464181	0	0	0.8728118854294449	0.3374358917766823	CCND1;SUFU;CUL1;LRP2;DISP1
Renin-angiotensin system	2/23	0.6902655889412621	0.8762146863703367	0	0	0.8480298415846259	0.3143467213062177	ATP6AP2;AGT
Toxoplasmosis	10/112	0.7050802866435316	0.8913819883989362	0	0	0.8724953395992543	0.3048879132293326	AKT2;LAMA4;HSPA6;PPIF;XIAP;ITGA6;IKBKG;BIRC2;BCL2L1;JAK1
Notch signaling pathway	5/59	0.7235395939736854	0.9102462127175996	0	0	0.8241844128140057	0.2667060832436444	ADAM17;HEY2;NUMB;CIR1;RBPJ
Glutamatergic synapse	10/114	0.7258555008166068	0.9102462127175996	0	0	0.8556208599762607	0.2741446186679065	PLCB3;PPP3CC;GNB2;ITPR1;GNAS;ITPR2;PRKCA;ITPR3;PLCB1;SHANK2
Aldosterone-regulated sodium reabsorption	3/37	0.7360254253872407	0.9171445181100829	0	0	0.7854954481792717	0.24074698337457573	SFN;PRKCA;KRAS
Mineral absorption	5/60	0.7372544357798094	0.9171445181100829	0	0	0.8091541030965063	0.24664814569789176	TF;STEAP1;STEAP2;HMOX2;FTL
Ether lipid metabolism	4/49	0.7425276965312696	0.9200243570566727	0	0	0.7912213950923629	0.23554273809058002	LPCAT4;AGPS;GDPD3;PAFAH1B2
Folate biosynthesis	2/26	0.7538156065751728	0.9266270895054496	0	0	0.7419021649314163	0.20966711199251575	PAH;PTS
Maturity onset diabetes of the young	2/26	0.7538156065751728	0.9266270895054496	0	0	0.7419021649314163	0.20966711199251575	HNF4A;HNF4G
Dilated cardiomyopathy	8/96	0.7653848015128071	0.9371443829546575	0	0	0.8088694001175354	0.21627272020706306	TPM4;TPM3;TPM1;DAG1;GNAS;ITGA6;AGT;TTN
Basal cell carcinoma	5/63	0.7753875553379009	0.9419747254300281	0	0	0.7671728931959045	0.19516287926735332	SUFU;BAX;CTNNB1;BAK1;TP53
Cytosolic DNA-sensing pathway	5/63	0.7753875553379009	0.9419747254300281	0	0	0.7671728931959045	0.19516287926735332	MAVS;IL18;POLR3H;IKBKG;POLR2K
Glycosaminoglycan biosynthesis	4/53	0.7961335645486571	0.9612832773449385	0	0	0.7264698435205348	0.16562663374604109	CHPF;CHPF2;B3GAT3;DSE
Thiamine metabolism	1/15	0.7974632976044828	0.9612832773449385	0	0	0.6359549766388221	0.14392899147273794	AK2
Ras signaling pathway	20/232	0.8029718265639313	0.9641862473412457	0	0	0.8385796671920867	0.18401427508198243	RALBP1;IGF2;GAB1;PRKCA;EFNA1;AFDN;NRAS;AKT2;GNB2;REL;GRB2;SHOC2;KRAS;IKBKG;RAC1;CALM1;FGFR4;MET;FGFR2;BCL2L1
Fanconi anemia pathway	4/54	0.8080325508849274	0.9665312435585093	0	0	0.7119007444168735	0.15174373347404793	UBE2T;USP1;PMS2;BRCA1
Hypertrophic cardiomyopathy	7/90	0.8159019572230359	0.9722050141623149	0	0	0.7502335385278689	0.1526433272754791	TPM4;TPM3;TPM1;DAG1;ITGA6;AGT;TTN
Type I diabetes mellitus	3/43	0.8230551886643891	0.9769853575367367	0	0	0.6674479166666667	0.129973482817973	CPE;HLA-A;HSPD1
RNA polymerase	2/31	0.8347691558492636	0.9814921127112545	0	0	0.6138170379361633	0.11085538922398233	POLR3H;POLR2K
Vasopressin-regulated water reabsorption	3/44	0.8348919839744698	0.9814921127112545	0	0	0.6511324041811847	0.11749874560017112	CREB1;CREB3L2;GNAS
Phenylalanine metabolism	1/17	0.8363196458793648	0.9814921127112545	0	0	0.5563986620416254	0.09945313802174448	PAH
Glycosphingolipid biosynthesis	3/45	0.8460397125905207	0.9891667316377892	0	0	0.635593820861678	0.10626428189311253	GCNT2;NAGA;ST3GAL6
MicroRNAs in cancer	26/310	0.8659901627964228	0.9978462828543648	0	0	0.8129191607245077	0.11696421506650455	TRIM71;BRCA1;NRAS;MAPK7;CCND1;ERBB3;STMN1;ERBB2;IGF2BP1;BAK1;UBE2I;RDX;TPM1;PRKCA;CDC25C;SIRT1;EFNA1;HNRNPK;PDCD4;GRB2;KRAS;VIM;EZR;TP53;MET;CD44
Carbohydrate digestion and absorption	3/47	0.8663839043537571	0.9978462828543648	0	0	0.606635551948052	0.08700801502830562	PLCB3;AKT2;PLCB1
Nucleotide excision repair	3/47	0.8663839043537571	0.9978462828543648	0	0	0.606635551948052	0.08700801502830562	PCNA;POLE2;RAD23B
Glycosaminoglycan degradation	1/19	0.8677243662202665	0.9978462828543648	0	0	0.494521528466028	0.07016329066984699	ARSB
Pentose and glucuronate interconversions	2/34	0.8709498631845943	0.9978462828543648	0	0	0.5561787307882995	0.07684769696513204	UGP2;DCXR
Thyroid hormone signaling pathway	9/121	0.8727144338790587	0.9978462828543648	0	0	0.7143789978678038	0.09726047570706298	PLCB3;NRAS;CCND1;AKT2;CTNNB1;PRKCA;KRAS;PLCB1;TP53
Mucin type O-glycan biosynthesis	2/36	0.8908581009878032	0.9999950236631014	0	0	0.5234040071159847	0.060489865138188166	GALNT1;GALNT10
Tyrosine metabolism	2/36	0.8908581009878032	0.9999950236631014	0	0	0.5234040071159847	0.060489865138188166	FAHD1;HGD
Th1 and Th2 cell differentiation	6/92	0.912937160950856	0.9999950236631014	0	0	0.6202128028281287	0.05649408503984505	JUN;PPP3CC;IKBKG;RBPJ;NFKBIE;JAK1
Regulation of lipolysis in adipocytes	3/55	0.9259033420337626	0.9999950236631014	0	0	0.5130780677655677	0.039499536715703144	AKT2;GNAS;MGLL
Homologous recombination	2/41	0.9288104762593071	0.9999950236631014	0	0	0.45617380471123653	0.033688695183654166	BRCA1;SSBP1
JAK-STAT signaling pathway	11/162	0.9442232354810443	0.9999950236631014	0	0	0.6468496873433419	0.03712442581294148	CCND1;AKT2;GRB2;IL6ST;OSMR;PRLR;PIAS2;IL13RA1;PIAS1;BCL2L1;JAK1
Viral protein interaction with cytokine and cytokine receptor	6/100	0.9461533536334098	0.9999950236631014	0	0	0.5671750642102926	0.031393488975927406	IL18;TNFRSF10B;LTBR;IL6ST;CX3CL1;TNFRSF10D
Phototransduction	1/28	0.9492963658205122	0.9999950236631014	0	0	0.3295158389311016	0.017146105052127807	CALM1
ABC transporters	2/45	0.9497980916541052	0.9999950236631014	0	0	0.41364679295753537	0.021305230530311105	ABCD3;ABCD1
Arachidonic acid metabolism	3/61	0.9533403240164278	0.9999950236631014	0	0	0.4598470853858785	0.021973025480661733	CYP4F3;GPX7;LTA4H
Leishmaniasis	4/77	0.9588036462626829	0.9999950236631014	0	0	0.48697780346034875	0.02048665630163696	C3;JUN;CYBA;JAK1
Ascorbate and aldarate metabolism	1/30	0.959029449031773	0.9999950236631014	0	0	0.3067564334780083	0.012832694188663778	RGN
Intestinal immune network for IgA production	2/48	0.9615113588572037	0.9999950236631014	0	0	0.3866051604837145	0.015173827414385577	LTBR;ICOSLG
TGF-beta signaling pathway	5/94	0.9667495159942813	0.9999950236631014	0	0	0.4990906352164065	0.016877173631291827	SMAD4;ZFYVE16;RPS6KB2;CUL1;TGFBR2
Alcoholism	12/186	0.9690292884601178	0.9999950236631014	0	0	0.6118928577564731	0.019250419822308004	ATF2;NRAS;CREB1;ATF6B;GNB2;CREB3L2;ARAF;GNAS;GRB2;KRAS;CALM1;CAMKK2
Retinol metabolism	3/68	0.973283436515964	0.9999950236631014	0	0	0.41016483516483515	0.011107238123691703	DGAT1;ALDH1A1;DHRS4
Chemokine signaling pathway	12/192	0.9773203771544736	0.9999950236631014	0	0	0.5912971267231357	0.013564806297586952	PLCB3;NRAS;AKT2;GNB2;GRB2;KRAS;IKBKG;RAC1;PLCB1;CX3CL1;BCAR1;VAV2
Allograft rejection	1/38	0.9825369528743091	0.9999950236631014	0	0	0.24032357431762782	0.004233858484595865	HLA-A
Primary immunodeficiency	1/38	0.9825369528743091	0.9999950236631014	0	0	0.24032357431762782	0.004233858484595865	IKBKG
